country_name,country_code,year,year_fct,sdg_overall,spi_comp,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,log_gdppc,log_pop,regime_type_4,regime_type_10,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income,region_spi,weights,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sdg1_wpc,sdg1_lmicpov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_mdd,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_preprim,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_underach,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_renewcon,sdg8_adjgrowthi,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_impslav,sdg8_empop,sdg8_yneet,sdg9_roads,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_patents,sdg9_rdres,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_rentover,sdg11_urbaccess,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg12_pollprod,sdg12_pollimp,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_ghgimport,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_impdefor,sdg16_homicides,sdg16_security,sdg16_detain,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_admin,sdg16_exprop,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf,sdg17_multilat,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,ccodecow,infcap_irt,infcap_pca,statagency,census,first_moderncensus,register_based_census,yearbook_published,yearbook_coverage,civreg,popreg,statag_intro,censusgraded_ability,ybcov_ability,income_level_lab,electric_access,rural_pop_pct,rd_expenditure_pct,total_pop,income_level
Belgium,BEL,2015,2015,79.21753290467701,NA,0.902,0.841,0.65,0.815,0.835,10.618733852317296,16.238027132606476,3,9,0.975,1.783,1.62,1.604,1.673,0.968,0.977,11274196,80,NA,59.18125,NA,NA,High income,Europe & Central Asia,1,99.441,75.73611111111111,92.76783333333334,95.8185,84.0545,79.58279999999999,71.61525,77.11685714285714,88.91824999999999,99.7185,96.51425,46.69157142857143,67.04533333333333,47.99440000000001,69.2376,88.78063636363638,65.66466666666668,0.235,0.409,NA,2.5,NA,NA,NA,18.36,2.392,9.842,0.742,NA,NA,5.07,2.295,4.105,9.5,NA,11.5,NA,6.69,80.889,6.57,NA,96,86.2,6.929,2.7,29.6,NA,98.24000000000001,98.149,91.79,NA,43.1,502.503,18.539,20.063,90.5,97.257,81.496,39.3,4.672,100,99.486,49.07,81.935,3096.046,99.681,86.48,100,100,1.525,9.4,NA,NA,NA,8.482,0.787,3.888,NA,61.8,10.354,NA,85.053,61.553,NA,55.933,2.693,2.428,1106.951,11.517,38.079,NA,27.7,NA,NA,NA,12.7,100,19.236,NA,NA,NA,NA,13.387,13.695,49.246,62.017,NA,0.526,9.031,8.584,NA,29.084,96.84400000000001,30.29,NA,43.354,34.198,NA,66.642,81.619,0.981,NA,NA,NA,0.852,27.46,NA,77,NA,NA,88.02,0.759,0.616,0.913,97.739,14.702,NA,NA,NA,NA,13.107,NA,NA,1,0.903,0,0,0,0,NA,NA,0,0,NA,NA,40893.80454,211,NA,0.9817737340927124,1,1,NA,0,NA,NA,1,1,1,30,9,NA,100,2.124,2.42817,11274196,H
Benin,BEN,2015,2015,49.11141998132586,NA,0.661,0.534,0.435,0.57,0.507,6.910171227227518,16.174094248026304,2,6,0.67,1.192,1.014,1.195,1.253,0.873,0.863,10575962,70,NA,55.1,35.21666666666667,NA,Lower middle income,Sub-Saharan Africa,1,20.882,55.51211111111112,37.2492857142857,54.835,27.84725,48.60700000000001,9.22025,70.08442857142857,17.31042857142857,21.69,39.3175,95.7372857142857,97.72500000000001,59.98999999999999,65.035,51.38379999999999,62.4678,42.279,61.539,NA,9.200000000000001,NA,NA,NA,8.85,2.122,1.337,0.793,NA,NA,606.4,31.735,97.116,60,0.26,22.5,NA,27.3,59.123,108,NA,67,34.69,3.484,NA,NA,NA,NA,NA,44.051,NA,NA,NA,NA,NA,26.3,42.865,95.922,8.4,NA,65.763,16.175,0.98,0,593.777,NA,2.248,29.6,5.3,16.159,8.700000000000001,NA,NA,NA,1.82,NA,0.096,NA,NA,NA,NA,11.255,4.058,NA,NA,0.04,NA,7.891,NA,NA,NA,47.6,2.915,NA,68.916,47,53.997,NA,NA,NA,NA,NA,0.362,0.874,10.787,4.907,NA,NA,0.495,0.6960000000000001,NA,NA,0,12.94,NA,0.8320000000000001,0,NA,66.664,0.001,0.91,NA,NA,NA,NA,NA,NA,37,NA,NA,70.76,NA,NA,NA,NA,3.763,NA,NA,NA,NA,NA,NA,NA,1,0.656,0,0,1,0,2014,2016,0,0,NA,NA,1002.418869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,54.305,NA,11360681,L
Burkina Faso,BFA,2015,2015,50.75637425595239,NA,0.375,0.31,0.235,0.361,0.264,6.445917816925629,16.71200884363783,1,3,0.064,1.067,0.985,0.288,1.372,0.881,0.871,18110616,50,NA,66.06250000000001,40.64166666666667,NA,Low income,Sub-Saharan Africa,1,26.3905,51.995,40.24735714285715,12.2065,35.96625,45.91220000000001,14.14075,66.9027142857143,12.9775,70.88900000000001,51.8395,95.27400000000002,99.17200000000001,NA,83.13825,49.44880000000001,55.60166666666667,34.281,66.392,NA,13.5,30.1,10.2,NA,4.41,2.108,1.169,0.867,NA,NA,327.8,28.316,101.083,52,0.22,25.3,NA,30.42,58.778,136.99,79.8,88,35.49,3.739,NA,NA,NA,8.994,67.502,26.535,NA,NA,NA,NA,NA,50.6,52.205,77.834,13.3,NA,50.914,20.663,7.82,2,91.387,NA,7.96,16.2,8.9,3.7,5.3,NA,NA,NA,4.461,0.531,0.067,NA,NA,NA,NA,6.55,14.585,NA,NA,0.03,NA,6.452,NA,NA,NA,NA,NA,NA,40.466,48.6,78.44800000000001,NA,NA,NA,NA,NA,0.348,0.275,19.085,1.759,NA,NA,0.203,0.235,NA,NA,NA,NA,NA,NA,NA,NA,78.799,64.498,0.986,NA,NA,NA,0.7000000000000001,44.419,NA,38,NA,NA,76.21000000000001,0.368,0.226,0.68,40.303,5.13,NA,14.976,NA,NA,NA,NA,NA,0,0.376,-1,-1,0,1,2016,2016,1,0,2014,2015,630.1247508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,72.47,NA,18777487,L
Bangladesh,BGD,2015,2015,59.70817409812408,NA,0.28,0.111,0.136,0.137,0.126,7.1101951624169955,18.867008082571306,1,3,0.151,-0.177,0.001,-0.91,0.16,0.235,0.431,156256287,70,NA,68.4375,45.06666666666666,NA,Lower middle income,South Asia,1,60.38800000000001,57.67788888888889,54.51142857142856,59.79450000000001,47.95475,68.34700000000001,41.482,69.80357142857144,24.74557142857143,81.3485,32.906,92.0602857142857,97.694,65.313,55.01559999999999,51.21436363636364,54.7825,11.591,32.578,NA,14.9,32.7,15.6,NA,3.2,2.167,4.56,0.549,NA,NA,203.5,23.59,38.793,221,0,19.1,NA,15.81,70.543,111.82,NA,97,45.17,4.643,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,72.9,80.497,41.532,20,NA,97.301,48.684,5.72,NA,242.594,56.44,22.7,74,18.2,1.298,0.2,NA,NA,NA,4.396,0.481,0.054,NA,NA,NA,NA,12.9,15.804,NA,NA,0.023,NA,0.746,NA,NA,NA,NA,NA,NA,53.48,65.5,32.722,NA,NA,NA,NA,NA,4.601,1.109,15.474,3.097,0.249,NA,0.49,0.346,NA,NA,34.471,19.65,2.94,15.607,4.578,NA,41.472,0,0.77,NA,NA,2.532,0.776,73.801,NA,25,NA,NA,57.05,0.467,0.332,0.5760000000000001,45.395,2.262,NA,9.844,NA,NA,NA,NA,NA,0,0.271,0,0,0,0,NA,NA,1,0,2011,2024,1224.386477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,65.692,NA,159383179,LM
Bulgaria,BGR,2015,2015,74.48985478524743,NA,0.67,0.571,0.465,0.545,0.517,8.864868202402807,15.786530096857753,2,6,0.807,1.156,1.192,1.129,0.964,0.911,0.774,7177991,80,NA,65.4375,68.06666666666666,NA,High income,Europe & Central Asia,1,97.88900000000001,69.81677777777777,76.19028571428571,94.781,66.0535,77.0528,69.24833333333333,73.97985714285714,50.719875,59.4285,92.61925,69.23928571428571,83.88333333333333,61.75260000000001,93.336,72.7553,57.58183333333333,0.838,1.58,16.8,4,NA,NA,NA,18.51,2.368,4.67,0.608,NA,NA,7.26,4.068000000000001,8.159,28,0.03,24.3,NA,10.14,74.621,39.36,93.4,91,70.32000000000001,4.217000000000001,2.1,27.5,NA,94.297,97.012,98.373,NA,NA,439.56,16.411,42.073,64.3,101.441,81.058,20.4,NA,99.264,85.983,41.61,54.6,931.043,96.762,65.96000000000001,96.60000000000001,NA,1.013,17.9,NA,NA,NA,9.143,0.657,0.6880000000000001,NA,62.075,NA,NA,56.656,80.561,NA,NA,0.542,0.9490000000000001,70.014,4.131,NA,37.489,38.6,1.698,18,NA,21.6,99.60000000000001,NA,NA,NA,NA,NA,21.355,3.419,51.362,14.49,NA,0.806,6.566,2.456,NA,NA,99.652,46.14,NA,78.568,5.43,NA,98.322,94.988,0.9400000000000001,NA,NA,1.755,0.8180000000000001,9.301,NA,41,NA,NA,67.09,0.719,0.533,0.523,101.351,8.042,NA,NA,NA,NA,NA,NA,NA,1,0.669,0,0,0,0,NA,NA,0,0,NA,NA,7078.860323,355,NA,0.8857725262641907,1,0,NA,0,0,0,1,1,1,20,9,NA,96.6,26.01,0.94947,6984225,UM
Bahrain,BHR,2015,2015,58.60796529304029,NA,0.139,0.044,0.037,0.053,0.11,10.074666220207726,14.131672938670619,0,0,0.251,-0.69,0.002,-1.262,-0.817,0.05,0.184,1371853,50,NA,38.537499999999994,NA,NA,High income,Middle East & North Africa,1,NA,59.502,87.14446153846153,91.28150000000001,44.27325,59.6564,70.1695,76.24683333333333,52.10062500000001,NA,51.681,52.05414285714286,11.4405,52.54380000000001,35.28933333333333,73.46133333333333,62.27480000000001,NA,NA,NA,NA,NA,NA,NA,33.14,NA,NA,1.364,NA,NA,16.48,3.366,7.68,15,NA,14.3,NA,7.51,80.33800000000001,14.49,99.9,98,72.94,6.218,NA,NA,NA,82.108,98.411,96.795,NA,NA,NA,NA,NA,55.9,94.672,50.025,7.5,NA,99.93,100,137.16,98.639,17313.541,98.914,90.221,100,100,1.14,0,NA,NA,NA,1.16,NA,1.673,NA,NA,NA,NA,93.47800000000001,130.828,NA,14.3,0.259,NA,30.636,NA,NA,NA,NA,NA,NA,NA,53.4,NA,NA,NA,NA,NA,NA,4.012,22.855,26.673,95.46300000000001,NA,NA,24.254,12.339,NA,NA,0,73.78,NA,11.362,17.713,NA,0,NA,0.759,NA,NA,0.219,NA,NA,NA,51,NA,NA,41.31,NA,NA,NA,278.605,5.908,NA,NA,NA,NA,7.96,NA,NA,0,0.134,0,0,0,0,NA,NA,0,0,NA,NA,23734.05511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11.001,NA,1370322,H
Bosnia & Herzegovina,BIH,2015,2015,71.48304586834733,NA,0.548,0.368,0.323,0.346,0.387,8.447255338646512,15.047884796009988,2,5,0.543,0.798,0.765,-0.002,1.067,0.725,0.733,3429362,70,NA,59.25,54.883333333333326,NA,Upper middle income,Europe & Central Asia,1,99.7355,64.47725,78.34471428571429,68.2415,39.86675,76.6614,65.72225,61.78257142857142,36.745625,80.7535,80.5685,72.74128571428572,88.06633333333333,73.34766666666667,79.128,72.84060000000001,76.18833333333333,0.037,0.246,NA,2.5,NA,NA,NA,18.32,2.263,3.812,1.182,NA,NA,6.66,4.856,6.739,40,0.01,19,NA,15.83,77.07300000000001,NA,99.9,82,68.03,5.163,NA,NA,NA,NA,92.075,91.898,NA,NA,NA,NA,NA,32.1,78.187,62.754,21.4,NA,96.16,95.313,2.78,2.908,436.672,88.825,44.283,99.7,41.8,1.185,25.2,NA,NA,NA,27.695,0.658,0.448,NA,NA,NA,NA,52.6,36.35,NA,NA,0.274,0.216,NA,NA,NA,NA,NA,NA,NA,NA,33.7,97.645,NA,NA,NA,NA,NA,13.092,2.429,37.857,11.505,NA,NA,5.205,1.499,NA,NA,NA,47.12,NA,NA,1.179,NA,28.992,99.958,0.891,NA,NA,1.62,0.805,15.055,NA,38,NA,NA,72.49,0.601,0.521,0.633,77.462,9.418000000000001,NA,38.135,NA,NA,NA,NA,NA,1,0.549,0,0,0,0,NA,NA,0,0,NA,NA,4662.258837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.7,52.827,0.21603,3518541,UM
Belarus,BLR,2015,2015,78.43654061372655,NA,0.25,0.102,0.092,0.094,0.281,8.694011057316976,16.062696676631802,1,3,0.233,-0.567,-0.123,-1.524,-0.31,0.176,0.294,9461076,60,NA,56.7625,51.208333333333336,NA,Upper middle income,Europe & Central Asia,1,98.8405,67.32222222222224,81.66021428571428,96.38525,72.36975,89.89179999999999,68.67525,64.04814285714286,44.573375,100,90.81733333333334,65.831,85.76433333333334,NA,91.08959999999999,67.84254545454546,69.87333333333333,0.498,0.841,NA,2.5,NA,NA,NA,21.16,2.317,3.69,0.977,NA,NA,1.46,1.574,4.088,50,0.21,25.3,NA,10.07,73.761,18.08,NA,99,75.65,5.802,NA,NA,NA,98.35000000000001,97.82000000000001,94.09400000000001,NA,NA,NA,NA,NA,71.7,99.137,82.657,27.3,NA,98.331,97.409,4.77,65.82300000000001,403.177,92.497,75.595,97.4,99.5,1.725,6.8,NA,NA,NA,5.881,0.537,2.459,NA,NA,NA,NA,62.23,60.345,NA,NA,0.182,0.5,202.857,NA,NA,NA,25.6,0.883,NA,NA,16.1,97.182,NA,NA,NA,NA,NA,14.17,3.151,83.656,8.406,NA,0.89,6.064,1.819,NA,NA,NA,NA,NA,NA,NA,NA,87.884,90.147,0.966,NA,NA,3.436,0.897,11.888,NA,32,NA,NA,52.02,0.605,0.6890000000000001,0.365,343.576,8.478,NA,29.677,NA,NA,NA,NA,NA,0,0.25,0,0,0,0,NA,NA,0,0,NA,NA,5967.06856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4,22.819,0.49999,9461076,UM
Bolivia,BOL,2015,2015,64.85623883252164,NA,0.616,0.376,0.465,0.451,0.42,8.005037649701274,16.201492603779652,2,6,0.702,0.748,0.94,-0.183,0.802,0.837,0.747,10869732,70,NA,66.84375,33.06666666666666,NA,Lower middle income,Latin America & Caribbean,1,85.9785,62.35933333333335,67.05064285714285,84.87,71.376,66.6084,63.323,69.878,22.972625,22.9575,57.24475,77.71814285714287,93.47266666666667,NA,64.9852,52.82472727272727,74.08033333333334,4.335,11.367,NA,16.8,NA,NA,NA,22.76,2.28,2.28,0.5640000000000001,NA,NA,166.1,16.94,31.8,117,0.19,17.1,NA,18.8,67.205,71,87.5,89,60.25,5.822,NA,NA,NA,84.999,88.89,89.915,99.4,NA,NA,NA,NA,53.9,91.58200000000001,73.173,53.1,NA,90.384,56.637,1.22,14,261.941,NA,NA,91.5,82.35000000000001,2.208,12.4,NA,NA,NA,3.111,0.514,0.217,NA,NA,NA,NA,37.487,33.877,NA,NA,0.028,NA,NA,NA,NA,NA,46.7,2.698,NA,NA,27.5,87.846,NA,NA,NA,NA,NA,15.741,0.962,39.742,3.852,NA,NA,1.807,0.894,NA,NA,NA,NA,NA,NA,NA,NA,45.448,58.987,0.856,NA,NA,4.93,0.547,68.973,NA,34,NA,NA,68.71000000000001,0.514,0.491,0.444,123.281,12.453,NA,NA,NA,NA,NA,NA,NA,1,0.617,0,0,0,0,NA,NA,1,0,2006,2020,2996.012898,145,NA,0.8493200540542603,1,0,NA,0,NA,NA,1,1,1,20,7,NA,91.5,31.607,NA,11014705,LM
Brazil,BRA,2015,2015,72.5462887509549,NA,0.868,0.779,0.621,0.8,0.612,9.097865343416556,19.13594042611124,2,6,0.926,1.698,1.597,1.41,1.568,0.889,0.93,204471759,70,NA,73.54375,68.19166666666666,NA,Upper middle income,Latin America & Caribbean,1,86.998,71.73333333333333,80.48335714285713,88.83333333333333,65.579,82.826,88.01875000000001,76.44200000000001,55.656625,15.634,89.3825,79.43728571428572,93.19166666666666,62.508,58.7938,57.93609090909091,79.83316666666666,4.762,10.014,NA,2.5,NA,NA,NA,21.61,2.376,5.001,0.387,NA,NA,62.96,9.52,15.964,43,0.24,16.1,NA,20.79,75.106,62.61,98.2,96,81.81,6.952,NA,NA,10.4,85.666,95.58800000000001,NA,98.96000000000001,NA,395.033,15.26,70.251,88.8,105.596,70.431,9,15.385,97.804,86.038,3.02,46.87,368.069,82.002,43.928,99.7,95.7,0.904,40.5,NA,NA,NA,8.538,0.664,0.233,NA,NA,21.81,NA,58.328,89.493,NA,NA,0.326,1.371,32.182,NA,66.2,34.447,51.9,3.619,NA,14.897,13.8,98.791,NA,NA,NA,NA,NA,1.401,1.377,56.266,5.156,NA,NA,2.591,0.794,NA,3.527,67.168,60.41,16.452,16.115,33.164,NA,43.003,28.233,0.888,NA,NA,28.85,0.556,37.472,96.4,38,NA,NA,68.07000000000001,0.649,0.346,0.612,340.477,10.091,NA,29.251,NA,NA,NA,NA,NA,1,0.863,0,0,0,0,NA,NA,1,0,2015,2021,8936.196618,140,NA,0.711614728,1,0,NA,0,NA,NA,1,0,1,20,9,NA,99.7,14.23,1.37093,201675532,UM
Barbados,BRB,2015,2015,70.81468397435899,NA,0.776,0.664,0.336,0.68,0.623,9.849785642392728,12.561391169947747,3,8,0.858,1.336,1.294,0.886,1.338,0.902,0.88,285327,60,NA,49.71875,NA,NA,High income,Latin America & Caribbean,1,NA,49.44562500000001,83.91238461538462,96.57675,69.45575,61.69425,69.445,67.02766666666666,59.37783333333334,NA,94.9195,52.96333333333334,87.396,59.45616666666667,54.66800000000001,75.91619999999999,79.9658,NA,NA,NA,2.5,NA,NA,NA,32.95,2.396,2.696,1.216,NA,NA,37.02,8.746,12.794,0,0.25,17.3,NA,13.32,76.055,NA,99,96,79.92,NA,NA,NA,NA,97.66,95.337,NA,NA,NA,NA,NA,NA,72.3,110.598,88.721,16.7,NA,98.474,96.355,87.5,48.21,NA,NA,NA,100,100,1.311,2.9,NA,NA,NA,9.803,0.769,NA,NA,NA,NA,NA,72,56.53,NA,NA,0.372,NA,1429.101,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.923,NA,NA,NA,2.851,62.71,47.32,NA,3.203,NA,1.754,NA,0.873,NA,NA,11.112,0.909,54.927,NA,NA,NA,NA,NA,0.777,0.345,0.715,343.063,8.367,NA,NA,NA,NA,4.627,NA,NA,1,0.777,0,0,0,0,NA,NA,0,0,NA,NA,18954.29137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,68.751,NA,278990,H
Bhutan,BTN,2015,2015,65.3665488095238,NA,0.58,0.485,0.366,0.491,0.47,7.990929281546967,13.49789834766775,2,7,0.838,0.891,1.023,1.088,0.582,0.405,0.701,727885,70,NA,61.72500000000001,41.36666666666667,NA,Lower middle income,South Asia,1,92.5065,45.26414285714285,70.89778571428572,59.30375,47.56975,68.0438,71.0845,74.09819999999999,29.42314285714286,64.369,70.79966666666667,62.60199999999998,81.50450000000001,NA,64.8674,83.43414285714286,60.0965,1.244,6.836,NA,NA,NA,NA,15.5,8.39,NA,3.476,0.79,NA,NA,68.35000000000001,17.056,30.84,163,0.11,17.7,NA,15.11,70.797,NA,89,97,53.2,5.196,NA,NA,NA,NA,89.153,NA,NA,NA,NA,NA,NA,76.8,62.599,78.59,8.5,NA,97.486,70.005,1.41,14.36,1813.19,47.459,48.214,95.4,78.10000000000001,0.192,10.8,NA,NA,NA,2.45,NA,0.381,NA,NA,NA,NA,39.8,49.009,NA,NA,0.111,NA,1.351,NA,NA,NA,NA,NA,NA,51.817,29.8,99.148,NA,NA,NA,NA,NA,0.718,27.627,15.041,81.175,NA,NA,2.007,4.313,NA,NA,NA,NA,NA,NA,NA,NA,46.974,34.814,0.8220000000000001,NA,NA,1.62,NA,NA,NA,65,NA,NA,67.35,NA,NA,NA,NA,8.373,NA,17.973,NA,NA,NA,NA,NA,1,0.572,0,0,0,0,NA,NA,0,0,NA,NA,2954.04082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4,61.322,NA,740618,LM
Botswana,BWA,2015,2015,61.19205066964285,NA,0.689,0.591,0.443,0.534,0.475,8.722776084492804,14.567264325477337,3,8,0.832,1.221,1.199,1.272,1.059,0.862,0.782,2120716,60,NA,59.95625,55.666666666666664,NA,Upper middle income,Sub-Saharan Africa,1,58.33,45.771125,49.18528571428572,64.248,67.61149999999999,73.9028,47.0985,63.78942857142858,33.266,13.662,75.565,85.60057142857143,87.098,NA,68.44,69.4471,76.05749999999999,16.62,31.13,NA,20.3,NA,NA,NA,15.67,2.216,0.9380000000000001,1.375,NA,NA,140.5,23.501,49.805,356,6.01,23.1,NA,24.8,63.215,48.12,99.7,95,57.58,3.974,NA,NA,NA,NA,87.102,NA,NA,NA,NA,NA,NA,85.2,98.22,82.447,9.5,NA,88.512,74.762,1.96,36,675.224,NA,NA,62.1,61.8,1.825,0,NA,NA,NA,18.93,0.458,0.428,NA,NA,NA,NA,37.312,63.066,NA,NA,0.178,NA,2.629,NA,NA,NA,53.3,3.807,NA,42.773,17.3,97.452,NA,NA,NA,NA,NA,0.965,3.225,28.354,14.807,NA,NA,2.374,4.141,NA,NA,NA,NA,NA,NA,NA,NA,51.088,52.116,0.976,NA,NA,NA,0.646,24.495,NA,63,NA,NA,77.09,0.517,0.42,0.768,171.788,12.535,NA,35.32,NA,NA,NA,NA,NA,1,0.69,0,0,0,0,NA,NA,1,0,2015,2023,6141.203947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.1,32.845,NA,2203273,UM
Central African Republic,CAF,2015,2015,41.08822876030219,NA,0.283,0.181,0.129,0.179,0.177,5.903515059047909,15.31806924653127,1,3,0.002,0.446,0.418,0.499,0.541,0.638,0.773,4493171,20,NA,45.84375,NA,NA,Low income,Sub-Saharan Africa,1,0,39.017625,6.304692307692307,19.475,26.732,42.1306,21.4985,68.42966666666668,8.9285,9.5775,38.616,93.70214285714285,99.67633333333333,NA,89.76859999999999,47.716,45.8385,79.251,91.528,NA,24,NA,NA,NA,6.72,2.132,0.884,1.288,NA,NA,980.5,34.202,114.141,540,NA,33,NA,34.01,51.934,179.71,NA,43,29.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,46.054,79.617,NA,NA,42.311,15.963,0.34,0,40.788,6.698,15.339,12.7,0.6,1.06,2.5,NA,NA,NA,5.477,NA,0.029,NA,NA,NA,NA,2.9,2.674,NA,NA,0.009000000000000001,NA,7.112,NA,NA,NA,NA,NA,NA,68.913,39,37.029,NA,NA,NA,NA,NA,0.184,0.158,25.396,0.922,NA,NA,0.038,0.125,NA,NA,NA,NA,NA,NA,NA,NA,74.237,94.799,0.937,NA,NA,NA,NA,NA,NA,24,NA,NA,66.16,NA,NA,NA,15.853,2.37,NA,5.663,NA,NA,NA,NA,NA,0,0.283,0,0,1,0,2014,2018,0,0,NA,NA,366.3228539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,59.723,NA,4629320,L
Canada,CAN,2015,2015,78.08689984721161,NA,0.816,0.745,0.564,0.708,0.687,10.68267925762613,17.390742700015092,3,9,0.898,1.519,1.388,1.506,1.384,0.932,0.935,35702908,80,NA,57.16875,NA,NA,High income,North America,1,99.49600000000001,69.36066666666667,94.44835714285716,98.25325000000001,80.068,88.48159999999999,80.5795,79.876,87.03475,82.205,97.18299999999999,49.22528571428573,45.58833333333333,58.06366666666667,55.7186,88.68045454545455,73.21483333333335,0.251,0.341,14.1,2.5,NA,NA,NA,25.12,2.37,3.673,0.787,NA,NA,11.31,3.543,5.352,5.2,0.05,10.4,NA,5.75,81.908,9.39,97.9,89,90.05,7.404,10.92,14.9,13.1,NA,99.70700000000001,98.81,NA,59,523.34,9.422,14.363,92.3,100.556,85.94200000000001,25.2,18.654,99.229,99.09400000000001,3.68,84,2937.447,98.818,82.56400000000001,100,100,0.873,22.3,NA,NA,NA,6.945,0.729,2.65,NA,72.592,10.899,NA,90,61.269,NA,73.56700000000001,2.577,1.694,696.749,8.94,NA,31.666,33.7,1.19,11,NA,7.3,99.313,21.467,NA,NA,NA,NA,3.732,9.861,109.555,39.461,NA,NA,15.906,7.103,NA,NA,31.831,81.12,40.954,40.229,4.535,NA,25.297,18.926,0.969,NA,NA,1.699,0.924,37.596,NA,83,NA,NA,89.01,0.591,0.756,0.838,115.216,12.369,NA,NA,NA,NA,NA,NA,NA,1,0.814,0,0,0,0,NA,NA,0,0,NA,NA,43594.1941,20,NA,0.6751622557640076,1,0,NA,0,0,0,1,0,1,20,7,NA,100,18.741,1.69359,35704498,H
