country_name,country_code,year,year_fct,sdg_overall,spi_comp,elect_dem,lib_dem,part_dem,delib_dem,egal_dem,log_gdppc,log_pop,regime_type_4,regime_type_10,freefair,accountability,vt_account,hz_account,diag_account,academ_free,freexp_altinfo,population,p1_use,p2_services,p3_products,p4_sources,p5_infra,income,region_spi,weights,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sdg1_wpc,sdg1_lmicpov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_mdd,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_preprim,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_underach,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_renewcon,sdg8_adjgrowthi,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_impslav,sdg8_empop,sdg8_yneet,sdg9_roads,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_patents,sdg9_rdres,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_rentover,sdg11_urbaccess,sdg11_transport,sdg12_msw,sdg12_ewaste,sdg12_pollprod,sdg12_pollimp,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_ghgimport,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_impdefor,sdg16_homicides,sdg16_security,sdg16_detain,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_admin,sdg16_exprop,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf,sdg17_multilat,regime_type_2,elect_dem_ert,regch_event,regch_genuine,dem_ep,dem_ep_pre_yr,dem_ep_start_yr,dem_ep_end_yr,aut_ep,aut_ep_pre_yr,aut_ep_start_yr,aut_ep_end_yr,gdp_pc,ccodecow,infcap_irt,infcap_pca,statagency,census,first_moderncensus,register_based_census,yearbook_published,yearbook_coverage,civreg,popreg,statag_intro,censusgraded_ability,ybcov_ability,income_level_lab,electric_access,rural_pop_pct,rd_expenditure_pct,total_pop,income_level
Lebanon,LBN,2019,2019,61.66742118055556,51.20041666666666,0.435,0.275,0.237,0.307,0.239,9.094467017904137,15.74059229378486,1,3,0.337,0.529,0.524,0.182,0.743,0.673,0.726,6855709,60,62.59999999999999,57.39375,46.008333333333326,30,Lower middle income,Middle East & North Africa,1,NA,52.41122222222222,79.66071428571426,57.9345,39.46475,65.18780000000001,59.95466666666667,55.59071428571428,56.57342857142857,84.5995,59.727,74.22314285714286,85.54866666666668,59.834,52.3414,55.7164,47.91083333333333,NA,NA,NA,7.100000000000001,NA,NA,NA,28.73,2.242,2.941,NA,NA,NA,14.64,8.771,14.684,15,0.04,12.1,59,16.44,78.208,NA,NA,76,73.64,4.772,NA,NA,NA,66.715,NA,NA,NA,NA,NA,NA,NA,61.7,88.246,41.594,4.7,NA,92.60000000000001,99.06700000000001,58.79,NA,3257.692,47.7,26.193,100,NA,1.188,3,NA,NA,NA,11.301,0.498,NA,NA,NA,NA,NA,81.48100000000001,50.648,NA,34.525,0.536,NA,NA,NA,NA,NA,NA,NA,NA,4.5,30.9,NA,NA,NA,NA,NA,NA,8.572000000000001,4.96,28.213,24.862,0.9570000000000001,NA,4.372,3.439,NA,NA,10.478,36.42,NA,NA,0.287,NA,4.375,9.047,0.962,NA,20.474,3.141,0.7020000000000001,47.043,NA,28,NA,NA,67.56,0.505,0.394,0.389,119.009,6.890000000000001,NA,19.338,NA,NA,6.052,51.2,NA,0,0.427,0,0,0,0,NA,NA,1,0,2018,2024,8905.880055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,11.242,NA,5794594,UM
Liberia,LBR,2019,2019,51.26878022026992,51.93166666666668,0.623,0.412,0.338,0.492,0.398,6.48945441509527,15.412344168878558,2,6,0.605,0.99,0.908,0.368,1.217,0.818,0.837,4937374,100,28.833333333333332,56.825,28.999999999999996,45,Low income,Sub-Saharan Africa,1,25.898,38.34412499999999,34.257428571428584,48.21749999999999,35.83000000000001,53.59840000000001,19.52425,67.98800000000001,12.9145,72.1075,40.75433333333333,97.08185714285716,99.29766666666667,83.13266666666667,46.4736,44.63263636363637,51.5168,34.996,66.269,NA,36.5,29.8,3.4,8.6,14.44,2.083,1.128,NA,NA,NA,689.4,31.866,81.906,308,0.29,22,153,38.9,61.232,NA,NA,68,43.47,4.558,NA,NA,NA,NA,NA,NA,77.46000000000001,NA,NA,NA,NA,47.4,48.061,88.193,12.3,NA,74.161,20.762,0.26,NA,125.063,NA,NA,23.1,0.6,2.201,0.4,NA,NA,NA,3.068,0.481,NA,NA,NA,NA,NA,18.314,34.578,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,63.885,16.9,12.092,NA,NA,NA,NA,NA,0.394,0.306,7.049,1.263,NA,NA,0.189,0.186,NA,NA,96.655,46.65,NA,0.245,0.168,NA,15.787,24.344,0.915,NA,6.890000000000001,NA,0.48,NA,NA,28,NA,NA,68.51,0.515,0.412,0.414,NA,3.525,NA,NA,NA,NA,NA,51.932,NA,1,0.621,0,0,0,0,NA,NA,0,0,NA,NA,658.1641808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,48.385,NA,5043721,L
Libya,LBY,2019,2019,52.0544674908425,22.230833333333337,0.264,0.148,0.163,0.234,0.181,9.206653071330999,15.729111925620474,0,0,0,0.282,-0.773,0.543,0.431,0.383,0.604,6777453,20,20.633333333333333,35.61250000000001,14.908333333333337,20,Upper middle income,Middle East & North Africa,1,NA,28.47271428571429,72.32846153846154,NA,44.99375,44.285,42.675,60.93066666666667,25.325,NA,77.537,71.60528571428571,54.06066666666667,54.33516666666667,61.14533333333333,28.85675,62.21175,NA,NA,NA,9.9,NA,NA,NA,35.4,NA,0.669,NA,NA,NA,64.67,6.163,11.556,59,NA,20.9,54,21.3,72.941,NA,NA,73,63.97,5.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,117.411,53.071,16,NA,99.892,92.10600000000001,817.14,NA,6074.488,NA,23.831,68.5,NA,2.202,0,NA,NA,NA,19.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,NA,NA,24.374,20.7,NA,NA,NA,NA,NA,NA,4.935,6.209000000000001,36.005,26.939,0.582,NA,11.683,3.738,24.658,NA,0,53.83,NA,32.098,10.402,NA,0,NA,0.976,NA,5.282,NA,NA,NA,NA,18,NA,NA,44.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.231,NA,0,0.265,0,0,0,0,NA,NA,1,0,2014,2024,9963.194891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,19.607,NA,6951033,UM
Sri Lanka,LKA,2019,2019,67.28855877047789,75.04791666666667,0.565,0.434,0.343,0.382,0.396,8.314512355619485,16.897558132970186,2,5,0.644,0.957,1.208,0.53,0.701,0.715,0.699,21803000,100,81.03333333333333,70.45624999999998,78.75000000000001,45,Lower middle income,South Asia,1,90.108,68.5261111111111,78.518,74.68675,50.09725,54.5884,63.09,74.08657142857143,34.69137500000001,61.728,64.7595,81.2807142857143,96.54466666666667,73.59183333333333,56.2666,60.12372727272726,61.218,1.945,8.809000000000001,NA,4,NA,NA,NA,8.89,2.201,4.737,NA,NA,NA,20.31,4.806,7.237,64,0.01,15.6,92,19.69,76.69800000000001,NA,NA,99,65.78,4.327,NA,NA,NA,NA,94.555,93.349,99,NA,NA,NA,NA,73,98.757,47.165,5.3,NA,88.391,92.488,90.79,NA,820.4060000000001,47.825,NA,99.8,31.1,1.282,26.2,NA,NA,NA,4.67,0.606,NA,NA,NA,NA,NA,32,61.769,NA,14.35,0.124,NA,19.06,NA,NA,NA,37.7,1.665,NA,50.546,22.6,79.046,NA,NA,NA,NA,NA,14.655,2.749,13.029,8.758000000000001,0.049,NA,0.982,0.873,NA,NA,49.971,58.46,NA,11.929,4.02,NA,43.694,43.896,0.5740000000000001,NA,1.762,3.311,0.8190000000000001,NA,98.9,38,NA,NA,60.39,0.447,0.376,0.544,NA,3.838,NA,11.884,NA,NA,NA,75.048,NA,1,0.558,0,0,0,1,2020,2024,0,0,NA,NA,4082.694049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8,81.415,NA,21803000,LM
Lesotho,LSO,2019,2019,54.78686123511905,54.885416666666686,0.627,0.489,0.39,0.494,0.485,6.986619201083952,14.569407999506547,2,6,0.679,1.025,0.966,0.946,0.981,0.614,0.775,2125267,80,63.26666666666667,53.19375000000001,37.96666666666667,40,Lower middle income,Sub-Saharan Africa,1,31.1055,43.38787499999999,27.27571428571429,43.63525,71.2225,49.42075,20.94475,48.33949999999999,23.63175,27.462,79.30966666666667,98.28733333333332,97.30000000000001,NA,78.97566666666667,54.66585714285715,81.62566666666667,30.559,49.284,NA,NA,NA,NA,NA,19.23,2.153,0.705,NA,NA,NA,467,31.393,68.708,654,4.99,36.9,288,31.92,55.249,NA,NA,87,52.84,3.653,NA,NA,NA,32.326,77.147,44.875,NA,NA,NA,NA,NA,81.9,120.485,72.886,23.3,NA,72.877,48.428,2.57,NA,NA,26.578,45.82,44.6,39.8,6.068000000000001,6.2,NA,NA,NA,16.876,NA,NA,NA,NA,NA,NA,42.302,59.504,NA,NA,0.04,NA,0.452,NA,NA,NA,NA,NA,NA,27.618,22.8,89.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.677,NA,0.9410000000000001,NA,NA,NA,NA,NA,NA,40,NA,NA,70.26,NA,NA,NA,99.56400000000001,13.944,NA,36.804,NA,NA,NA,54.885,NA,1,0.627,0,0,1,0,2018,2024,0,0,NA,NA,1082.057068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,71.415,NA,2209405,LM
Lithuania,LTU,2019,2019,76.87881374458875,84.94375000000001,0.82,0.755,0.63,0.673,0.705,9.889782097897498,14.843033851240456,2,7,0.926,1.51,1.383,1.735,1.285,0.94,0.937,2794137,100,91.83333333333331,60.96874999999999,71.91666666666666,100,High income,Europe & Central Asia,1,98.6555,65.22399999999999,85.47414285714285,98.467,70.03325000000001,85.75919999999999,69.76950000000001,73.02671428571429,63.81912500000001,70.88900000000001,95.05325,46.414,75.401,77.9744,88.0976,85.33581818181818,57.54633333333334,0.609,0.9530000000000001,15.4,2.5,NA,NA,NA,24.6,2.559,3.802,NA,NA,NA,8.9,2.188,3.912,41,0.08,19.8,39,8.14,76.424,10.06,100,92,74.69,6.215,2.87,40.7,18.9,97.58200000000001,99.415,99.06,NA,55.2,NA,NA,NA,71.2,101.308,84.368,21.3,NA,98.001,93.768,1.83,76.60000000000001,2695.303,94.897,93.755,100,100,4.695,33.5,NA,NA,NA,6.255,NA,NA,NA,72.97500000000001,9.112,NA,81.58200000000001,104.386,NA,18.4,1.497,0.993,86.295,6.935,41.273,30.462,35.3,1.48,28.7,NA,11.9,99.999,7.125,NA,NA,NA,NA,12.371,10.506,75.658,55.732,11.003,0.551,4.789,7.964,NA,NA,83.489,46.24,NA,2.582,2.049,NA,91.803,95.165,0.99,NA,21.99,3.363,NA,11.828,NA,60,NA,NA,77.94,NA,NA,NA,215.438,8.514,0.13,NA,NA,NA,NA,84.944,NA,1,0.818,0,0,0,0,NA,NA,0,0,NA,NA,19727.76075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,32.145,0.99266,2811089,H
Luxembourg,LUX,2019,2019,76.34744448953823,78.67124999999999,0.88,0.798,0.641,0.835,0.829,11.63271927499748,13.3374763699232,3,9,0.954,1.729,1.521,1.436,1.735,0.944,0.961,620001,80,90.43333333333332,61.28125,61.64166666666666,100,High income,Europe & Central Asia,1,99.4745,66.55822222222223,96.36907142857144,96.60825,76.35733333333334,81.4566,56.4905,76.02833333333332,90.165,84.001,98.44925,30.063,41.278,NA,63.34740000000001,90.44381818181819,74.46883333333334,0.224,0.382,10.5,2.5,NA,0.7,NA,18.28,2.411,5.973,NA,NA,NA,12.64,1.644,2.482,8.9,0.09,8.6,13,4.07,81.58800000000001,3.98,NA,99,86.10000000000001,7.238,0,11,16.8,97.964,98.52,94.07000000000001,NA,56.1,NA,NA,NA,NA,100.208,84.537,25,NA,99.877,97.59400000000001,4.09,99.3,7125.178,99.513,94.81400000000001,100,100,13.864,16.5,NA,NA,NA,5.592000000000001,NA,NA,NA,67.95,NA,NA,97.121,115.917,NA,51.25,3.531,1.182,4442.331,6.747,7.683,25.382,34.2,1.11,5.2,NA,9,100,31.719,NA,NA,NA,NA,14.757,25.311,56.354,197.438,22.399,1.108,15.902,15.465,NA,NA,NA,NA,NA,NA,NA,NA,84.35600000000001,37.131,0.981,NA,54.879,0.645,NA,49.813,NA,80,NA,NA,84.34,NA,NA,NA,86.455,8.426,1.03,NA,NA,NA,1.082,78.671,NA,1,0.876,0,0,0,0,NA,NA,0,0,NA,NA,112726.4397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8.777,1.18177,620001,H
Latvia,LVA,2019,2019,80.64544548849844,83.38916666666667,0.834,0.749,0.604,0.698,0.722,9.758171285116985,14.464612847715298,3,8,0.892,1.54,1.342,1.239,1.592,0.967,0.951,1913822,100,89.16666666666666,61.3875,66.39166666666667,100,High income,Europe & Central Asia,1,98.668,69.34755555555556,85.00307142857142,98.1935,77.14574999999999,89.8484,88.46725,82.03514285714287,65.7685,75.14099999999999,94.82000000000001,60.33114285714287,80.51566666666666,82.43433333333334,91.1142,80.32572727272726,51.81333333333333,0.606,0.9420000000000001,16.2,2.5,NA,NA,NA,23.47,2.416,4.31,NA,NA,NA,22.09,2.169,3.974,24,0.22,21.1,40,8.05,75.628,12.55,98,99,75.91,5.95,3.4,44.3,22.6,97.774,98.824,98.97,NA,43.8,NA,NA,NA,79.60000000000001,105.26,81.678,31,NA,98.738,92.413,1.05,78.27,1200.632,96.254,83.60600000000001,100,100,1.19,41.5,NA,NA,NA,6.312,NA,NA,NA,72.22500000000001,8.178,NA,86.135,132.313,NA,22.45,1.313,0.638,91.907,4.044,39.567,30.956,34.5,1.38,33.8,NA,13.9,97.805,5.342000000000001,NA,NA,NA,NA,10.915,8.247,58.699,37.174,6.535,0.718,3.971,6.172,NA,NA,96.137,55.75,NA,5.484,5.716,NA,97.303,97.438,0.989,NA,18.21,3.396,NA,27.797,NA,56,NA,NA,80.47,NA,NA,NA,178.132,8.406,0.1,NA,NA,NA,NA,83.389,NA,1,0.835,0,0,0,0,NA,NA,0,0,NA,NA,17294.97516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,31.778,0.63847,1913822,H
Morocco,MAR,2019,2019,70.29930329131652,66.35291666666666,0.259,0.24,0.164,0.249,0.185,8.16282919118898,17.412048984974156,0,0,0.456,0.385,0.462,0.724,0.237,0.602,0.557,36471766,80,88.39999999999999,68.15625,45.208333333333336,50,Lower middle income,Middle East & North Africa,1,91.177,64.1015,73.89371428571428,70.61175,41.54575,67.441,69.37950000000001,67.32671428571429,46.094625,53.9425,82.72275,89.1202857142857,94.995,70.93783333333333,76.8918,65.21360000000001,69.69283333333334,1.509,8.017,NA,4.1,14.2,2.3,NA,20.23,2.205,1.454,NA,NA,NA,79.21000000000001,11.898,19.36,97,0.03,22.6,67,16.96,74.245,NA,NA,99,68.44,5.095,NA,NA,NA,67.359,96.85300000000001,63.837,NA,NA,NA,NA,NA,72.8,72.648,31.303,20.5,NA,84.982,86.328,50.75,NA,706.319,73.584,60.061,99.60000000000001,98.10000000000001,1.708,7.600000000000001,NA,NA,NA,9.194,0.583,NA,NA,NA,NA,NA,84.12,65.387,NA,22.45,0.226,NA,8.084,NA,NA,NA,NA,NA,NA,10.851,17.3,93.869,NA,NA,NA,NA,NA,2.747,1.271,18.093,8.624,0.257,NA,1.903,0.88,NA,NA,55.638,53.51,NA,13.294,7.848,NA,59.452,71.20700000000001,0.889,NA,5.625,2.773,0.652,14.493,NA,41,NA,NA,56.02,0.519,0.535,0.633,237.944,7.023000000000001,NA,23.683,NA,NA,NA,66.353,NA,0,0.258,0,0,0,0,NA,NA,0,0,NA,NA,3508.097656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,37.006,NA,36210898,LM
Moldova,MDA,2019,2019,78.13431555059525,80.3225,0.584,0.443,0.384,0.397,0.423,8.39057139973791,14.79570485943693,2,6,0.619,0.862,0.847,0.615,0.875,0.784,0.737,2664974,100,94.23333333333332,53.5625,63.81666666666666,90,Upper middle income,Europe & Central Asia,1,98.602,66.463125,76.56478571428572,98.12125,71.6405,72.5892,79.35675,66.63557142857144,34.49700000000001,99.594,91.97333333333334,69.857,92.56200000000001,NA,88.54280000000001,65.8539,77.29583333333333,0.62,1,NA,2.5,NA,NA,NA,23,2.336,3.859,NA,NA,NA,20.58,10.985,14.993,80,0.31,24,69,7.25,70.181,28.51,99.7,91,71.65,5.608000000000001,NA,NA,NA,NA,98.071,108.635,NA,NA,NA,NA,NA,62.4,100.654,96.871,22.8,NA,90.696,82.99,12.46,18.152,541.492,74.14,NA,100,97.3,0.965,22,NA,NA,NA,1.466,0.485,NA,NA,NA,NA,NA,57.761,76.499,NA,NA,0.13,0.241,39.373,NA,NA,NA,26,0.913,NA,NA,13.4,92.432,NA,NA,NA,NA,NA,7.172,2.389,42.7,7.823,0.114,NA,1.759,2.163,NA,NA,NA,NA,NA,NA,NA,NA,78.37,81.751,0.971,NA,5.045,3.887,0.8290000000000001,7.107,NA,32,NA,NA,68.79,0.501,0.457,0.411,215.855,10.106,NA,27.644,NA,NA,NA,80.32300000000001,NA,1,0.58,0,0,1,0,2019,2021,0,0,NA,NA,4405.334182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,57.274,0.24145,2664224,LM
Madagascar,MDG,2019,2019,50.4568142480069,50.81374999999999,0.495,0.258,0.298,0.311,0.219,6.214245707966702,17.110209962489687,1,4,0.408,0.655,0.622,-0.035,0.992,0.758,0.739,26969306,80,56.3,62.59374999999999,25.174999999999997,30,Low income,Sub-Saharan Africa,1,3.277,49.85499999999999,29.73530769230769,49.254,65.09975,44.2348,36.91925,67.31185714285715,8.650375,40.6075,56.77525,96.37128571428572,99.38866666666667,66.65183333333333,44.59,42.40930000000001,56.63466666666667,67.842,80.876,NA,36,NA,NA,NA,3.51,2.114,2.389,NA,NA,NA,462.1,24.098,66.084,233,NA,26.5,208,29.22,63.504,143.01,NA,60,32.78,4.166,NA,NA,NA,55.884,91.10300000000001,34.926,NA,NA,NA,NA,NA,63.6,89.915,94.381,19.2,NA,51.172,13.169,11.26,NA,132.682,20.053,11.046,31,1.3,1.74,30.6,NA,NA,NA,2.469,0.606,NA,NA,NA,NA,NA,9.379,15.579,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,68.621,11.8,65.32300000000001,NA,NA,NA,NA,NA,0.298,0.351,13.24,1.001,0.003,NA,0.158,0.167,NA,NA,20.14,56.49,NA,20.292,5.718,NA,26.583,49.185,0.755,NA,0.484,NA,0.655,NA,NA,24,NA,NA,72.24,0.408,0.422,0.453,NA,3.693,NA,11.568,NA,NA,NA,50.814,NA,0,0.494,0,0,0,0,NA,NA,0,0,NA,NA,499.8188376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,62.139,NA,28219554,L
Maldives,MDV,2019,2019,73.29285067873303,53.69250000000001,0.573,0.412,0.331,0.443,0.404,9.370780295838632,13.182436317660708,2,6,0.62,0.827,0.855,0.796,0.683,0.469,0.778,530957,70,29.866666666666664,65.48750000000001,53.108333333333334,50,Upper middle income,South Asia,1,99.025,52.70950000000001,86.57746153846155,92.43875,37.507,79.91175,64.487,74.50866666666667,46.74600000000001,92.6525,87.4175,71.167,89.9975,65.75183333333332,54.83333333333334,75.396,74.85166666666666,0.419,0.707,NA,NA,NA,NA,NA,15.19,2.427,2.424,NA,NA,NA,39.42,5.053,7.404,36,NA,12.6,32,1.63,79.70700000000001,5.12,NA,98,67.51,5.198,NA,NA,NA,94.11200000000001,95.56,92.386,98.744,NA,NA,NA,NA,31.5,101.891,53.46,4.7,NA,99.527,98.268,15.67,NA,NA,NA,NA,100,99.5,2.451,0.5,NA,NA,NA,4.562,NA,NA,NA,NA,NA,NA,77.47,55.121,NA,NA,0.079,NA,NA,NA,NA,NA,29.3,1.054,NA,34.845,13.7,98.94500000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556,NA,4.001,NA,NA,NA,0,61.8,NA,0,0.022,NA,0,NA,0.858,NA,NA,0.615,NA,NA,NA,29,NA,NA,67.84,NA,NA,NA,NA,10.124,NA,24.825,NA,NA,NA,53.693,NA,1,0.568,1,1,1,0,2018,2024,0,0,NA,NA,11740.2724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,59.762,NA,487731,UM
Mexico,MEX,2019,2019,69.1088188269247,86.17041666666665,0.675,0.434,0.412,0.421,0.394,9.246629422772966,18.664219131486156,2,6,0.799,1.061,1.235,0.034,1.082,0.885,0.792,127575529,100,92.93333333333332,89.31875000000001,73.6,75,Upper middle income,Latin America & Caribbean,1,89.4615,60.3178888888889,78.31792857142857,95.77225,77.68799999999999,78.74359999999999,68.63675,67.17585714285714,48.124,38.3185,72.8885,77.43366666666667,89.35933333333332,61.90666666666667,55.66760000000001,46.77554545454546,68.26233333333333,4.086,7.956,NA,3.5,14.1,1.4,NA,34,2.328,3.992,NA,NA,NA,43.34,8.636000000000001,14.228,23,0.16,15.3,45,12.78,74.53,50.67,89.4,73,74.4,6.465,4.7,NA,NA,NA,99.683,89.08,NA,NA,NA,NA,NA,81.10000000000001,96.773,58.384,48.2,NA,99.11500000000001,90.777,44.72,65.7,1418.107,42.783,55.052,99.60000000000001,85.2,1.413,10.3,NA,NA,NA,3.477,0.498,NA,NA,62.263,18.294,NA,69.632,77.47500000000001,NA,27.283,0.207,0.276,20.376,NA,NA,31.263,NA,NA,NA,17.6,17.3,98.119,NA,NA,NA,NA,NA,1.207,1.992,34.014,12.423,NA,NA,3.759,1.668,NA,NA,63.04,66.01,NA,32.429,17.462,NA,38.104,50.443,0.6920000000000001,NA,6.138,29.151,0.359,35.726,NA,29,4.7,0.001,53.22,0.408,0.329,0.535,158.936,6.739,NA,18.519,NA,NA,NA,86.17,NA,1,0.685,0,0,0,0,NA,NA,0,1,2020,2024,10369.55536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,19.556,0.27606,125762982,UM
North Macedonia,MKD,2019,2019,72.92572192911256,72.69875000000002,0.603,0.416,0.412,0.45,0.416,8.812673518189547,14.546287764127687,2,6,0.664,0.898,0.93,0.486,0.91,0.85,0.73,2076694,100,88.06666666666668,51.14375,59.28333333333333,65,Upper middle income,Europe & Central Asia,1,83.95750000000001,59.923625,81.03971428571428,72.53325,56.06850000000001,75.46959999999999,70.56775,65.40142857142857,46.615625,80.143,91.33233333333334,76.75814285714286,88.38666666666666,NA,78.2234,67.76518181818182,72.62583333333333,9.597,9.716000000000001,NA,3.1,4.3,3.4,54.2,25.78,2.289,3.554,NA,NA,NA,3.18,4.376,6.969,12,0.02,19.3,96,5.15,76.83500000000001,15.58,100,75,73.67,5.16,NA,NA,NA,50.118,92.735,87.827,NA,NA,NA,NA,NA,34.4,90.637,67.07000000000001,38.3,NA,97.726,97.879,38.7,NA,709.254,80.351,12.192,100,78.2,1.322,17,NA,NA,NA,17.414,0.5760000000000001,NA,NA,NA,NA,NA,81.413,71.276,NA,NA,0.464,0.368,NA,NA,NA,NA,33.5,1.265,NA,NA,25.6,98.771,NA,NA,NA,NA,NA,9.447000000000001,2.777,25.506,9.586,2.958,NA,3.617,2.676,NA,NA,NA,NA,NA,NA,NA,NA,24.398,93.639,0.927,NA,4.335,1.212,0.78,NA,99.8,35,2.9,NA,68.34,0.609,0.545,0.56,NA,7.56,NA,28.334,NA,NA,NA,72.699,NA,1,0.606,0,0,1,0,2017,2019,0,0,NA,NA,6718.858266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,41.792,0.36783,1876262,UM
Mali,MLI,2019,2019,54.73552966269841,52.10125,0.511,0.32,0.309,0.419,0.32,6.7095450317775756,16.79399610811515,1,4,0.377,0.737,0.59,-0.29,1.221,0.848,0.853,19658023,66.60000000000001,63.1,64.23125,36.575,30,Low income,Sub-Saharan Africa,1,41.224,52.28855555555557,39.46407142857144,8.40075,28.40525,60.68680000000001,30.19325,72.48442857142857,18.90325,69.184,66.66025,94.50828571428572,98.84933333333333,NA,85.59875,51.16666666666666,57.75083333333333,17.684,47.995,NA,4.7,26.4,13,NA,10.01,2.215,1.768,NA,NA,NA,416,34.746,103.115,52,0.35,24.2,167,22.71,59.217,144.27,NA,71,40.3,4.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,50.744,72.385,8.8,NA,79.28,44.798,8,NA,101.796,NA,14.377,47.9,1.1,1.531,5.100000000000001,NA,NA,NA,3.29,0.6930000000000001,NA,NA,NA,NA,NA,24.96,32.725,NA,NA,0.016,0.158,2.914,NA,NA,NA,NA,NA,NA,44.026,35.5,79.95100000000001,NA,NA,NA,NA,NA,0.427,0.449,23.714,2.55,0.083,NA,0.288,0.322,NA,NA,NA,NA,NA,NA,NA,NA,61.578,89.511,0.979,NA,1.722,NA,0.626,NA,NA,29,NA,NA,64.77,0.405,0.393,0.618,34.924,4.675,NA,15.434,NA,NA,NA,52.101,NA,0,0.51,0,0,0,0,NA,NA,1,0,2017,2024,820.1973908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,56.864,0.15768,21068405,L
